,title
5258,"A streaming job failed with ""could not verify copy source"""
5259,"CSS ARR | 2203030010000280 - Jobs running successfully in Databricks Runtime Versions 8.x and 9.0 , but running for a long time/ failing in runtime version 9.1 LTS."
5260,AWS Glue/athena table based on json files is not available in Databricks
5261,Multiple Databricks jobs are failing in a Production Workspace - Spark Exception & Timed Out
5262,Unclear documentation
5263,2203070030001506
5264,Follow up to 00125739 and 00131826
5265,unable to access adlsfrom databricks
5266,Unauthorized access error message from Databricks Role.
5267,2203020040002598
5268,IllegalStateException while runnig Databricks Prod Jobs
5269,htmlwidgets doesn't since March3th
5270,how to catch spark exception in python and scala spark when the Spark job failed
5271,GEnie
5272,ExecutorLostFailure - spark specialist wanted to investigate jar job causing OutOfMemory
5273,Managing Contacts
5274,Iinteractive clusters suddenly lost spark.databricks.clusterUsageTags.clusterWorkers  tag:
5275,Please help to check if the query had been sent to Databricks(follow up ticket 00136461)
5276,"[ARR] SR-2203030030001770 Databricks connection issue, when SQL endpoint goes down"
5277,Inconsistent ETL Job Behaviour after upgradation to 7.3 LTS
5278,Hive Hooks with Databricks
5279,py4j.security.Py4JSecurityException
5280,2203070030000668
5281,Trouble Calling Java Class from Scala Code
5282,What cluster manager types on Spark on Databricks
5283,Databricks Upgrade and limiting the nodes to 2 in PVC
5284,Issue on installing anomalib library
5285,Unable to remove an admin user from account.databricks.com Portal
5286,whether the azure databrick will create the kv automatically
5287,Spikes in the use Databricks resources at the time of scheduled system downtimes
5288,Use of auditd socket for auditing
5289,External Metastore setup not working as per documentation
5290, Multiple Databricks jobs are failing in a Production Workspace - Spark Exception & Timed Out
5291,Notebook failing with Error java.io.IOException: No FileSystem for scheme: abfss
5292,job got cancelled after running few commands | ARR SR # 2203050030000305
5293,We can't upgrade to current runtime version 10.x
5294,install package databricks notebook
5295,Issues launching photon clusters
5296,Partner Connect for Fivetran does not work for existing Fivetran account
5297,Issues reading gzip csv file from S3
5298,isNull groupBy returns two false rows
5299,VNET databricks jobs running slow - 2
5300, 2203040040007743 - Azure Databricks LinkedService is not able to connect to a Databricks cluster created from our own custom docker image
5301,Job run history does not show who executed the job
5302,Restrict admin login to only SAML. Do not allow local login
5303,databricks activity failing
5304,Delta lake schema evolution errors
5305,ARR - AT&T - Follow-up to 00136422
5306,2754134964726624 - 81b4ec93-f52f-4194-9ad9-57e636bcd0b6 - 2202230040008781 
5307,Job failed JVM failure (possibly GC?)
5308,Job didnt perform as expected
5309,ARR - Jobs Runs list API parameters not working as expected - 2203040010000722
5310,can not add instant profile to e2 workspaces - verification failed
5311,Customer requesting for few lightweight options in DSv2 series and Dv2 series VMs for Azure Databricks
5312,Databricks write optimization
5313,Admin permissions getting revoked
5314,Increasing transaction log and deleted file retention
5315,Job failing with Refresh Table error 
5316,R libraries failing for clusters
5317,unable to authenticate to ALDS account using init script and secrets 
5318,Model Training vs Serving Library Versions
5319,"Kryo serialization failed: Buffer overflow. Available: 0, required: 9"
5320,AccessDeniedException: s3a://uat-databricks-trade-blotter/
5321,Casting differences between  DBRs 7.3 LTS & 9.1 LTS
5322,Follow up: ARR: Databricks Parallel Execution Performance Issues:SR 2202250040005364
5323,Job failed with error message Unexpected infra fault while creating the cluster 
5324,Slow runtimes for jobs with many DDL changes
5325,Hudi dataformat on databricks
5326,UI freezes with notebooks after some number of cells
5327,Streaming Hangs
5328,SQL Endpoints failed to start
5329,DDL error
5330,AT&T - SparkGeo Library not working on DBR 9.1 LTS with GPU
5331,Databricks notebooks requiring users to rerun
5332,Anaconda terms of service change and impact on MLflow inference usage
5333,ARR Customer: AT&T - Issue with INIT Script
5334,Job failing with Unknown host exception
5335,Databricks cluster not starting
5336,CREATE TABLE doesn't work with existing delta files in table location
5337,Skip rows for read csv
5338,Cluster start issue throwing bootstrap timeout error
5339,Databricks infra failure
5340,Issue hitting our workspace api from internally
5341,Withstand Databricks Job failures due to intermittent network packet drops.
5342,ARR - Boeing - 2203040040000031 - Streaming code failed with FileReadException
5343,Not able to connect Snowflake
5344,not able to create cluster
5345,Unable to use certain packages in Graviton based instances
5346,Cannot authorize python API for MLFlow
5347,Need assistance to configure databricks workspace settings using databricks API
5348,Databricks job fails after running 150-180 hours
5349,Search on job page stop searching by parameters of active runs
5350,Need help on optimising of spark job with range join
5351,ARR | different results when running streaming and batch jobs | 2202250050001792 
5352,Job fails as the notebook commands are getting cancelled | ARR SR # 2203020030002029
5353,"Databricks cluster appears healthy , but no workers are available"
5354,Events not read since Sat 02-12 from prod
5355,Hourly job failed with 'path does not exists' error although the path was actually present in storage | ARR SR # 2203020030002029
5356,scope limit of 300 is exceeded in dev 
5357,New VPC Security group ID
5358,Can't create new workspace using REST API
5359,2203020050002002 - JDBC Connection from Tableau
5360,INTERNAL_ERROR when starting job clusters
5361,Installing libraries in the cluster makes notebooks hung.
5362,Failure in launching Job cluster
5363,Databricks Autoloader Queue Loading Too Slow & Hanging Tasks
5364,cannot start the cluster
5365,The internal Metastore is down
5366,Server error
5367,Hive table is empty
5368,2203040030000264
5369,jobs are failing with INTERNAL_ERROR
5370,All jobs failed around 6pm MST
5371,Invalid Git provider credentials while using repos
5372,Performance issues- query is stuck at Filtering for files
5373,2539 - ARR - cibc - Design Change request - Need to be able to have higher priority rules above Databricks defaults.
5374,Cannot access Newly Created Workspace (E2)
5375,jobs are failing on https://tpx-sse-ds-comcast.cloud.databricks.com workspace
5376,Databricks jobs failing with INTERNAL Error
5377,user cancelled jobs are returning ActionName as ‘runFailed’
5378,Databricks legacy shards job failures..
5379,cannot start job cluster on runtime 7.3
5380,"[ARR] SR-2203030030001770 Databricks connection issue, when SQL endpoint goes down"
5381,Unable to login to databricks current production E1
5382,Our Databricks workspaces are down
5383,No user cloud login https://doordash.cloud.databricks.com/ any more
5384,Getting sparkVersions error with 7.3 LTS
5385,Inconsistent output in different executions 
5386,Production jobs failing
5387,job failures due to Unexpected infra fault while creating the cluster for the job
5388,Databricks scheduled job start to fail with internal error
5389,Production Job cluster wont launch 
5390,all jobs failed with error of Cannot find releaseKey from sparkVersions List(SparkVersion(10.4.x-aarch64-photon-scala2.12
5391,Can't start a cluster from Databricks console or thru API
5392,Unexpected infra fault while creating the cluster for the job
5393,[ARR] [Sev A] SR-2202230030000040 continue to #00136276Job fails after hive metastore migration
5394,"ARR | Notebook java exception occurred while calling o3500.save, Job aborted due to stage failure | 2202210040004424"
5395,AnalysisException: `prod_silver`.`push_btc_player_data` is not a Delta table.
5396,Lifecycle policy for Databricks Storage
5397,Databricks SQL Bug 
5398,Issue running a databricks notebook
5399,Sev A: ARR: Underlying SQLException(s): - com.microsoft.sqlserver.jdbc.SQLServerException: CREATE EXTERNAL TABLE AS SELECT statement failed as the path name 'abfss:///' could not be used for export. :SR 2203020030001991
5400,Issue with RDD filter
5401,8573 - ARR - Ashley Furniture - Request for more info on security risk and possibly enable dbutils.secrets.get
5402,Node failures in databricks PROD
5403,"ARR Customer: AT&T - Notebooks not executing on cluster, commands abruptly canceled. "
5404,Databricks-Dash Library
5405,Unable to access feature store with databricks-connect==9.1.* and Runtime ML 9.1
5406,ARR | 2202090040005368 | Follow up to 00134388
5407,Job IDs have different scale and are no longer sequential
5408,2202280010003221 - not able to create repo top level folder
5409,ARR - AmericanAirlines - 2203020010003431 - Job failure with metadata.HiveException
5410,2202150040006735: MLFlow model version pending to be deployed forever
5411,Cluster terminated.Reason:Aws Insufficient Free Addresses In Subnet Failure
5412,Slow cluster performance 
5413,Continuous Failures on Automated Job Runs
5414,Increase the performance of a Streaming Job
5415,[URGENT] Shard become very slow
5416,Databricks Job 
5417,SAS key issue
5418,Informatica Enterprise Data Catalog tool (version 10.5.1) connects to Databricks using JDBC driver and scans the delta tables for metadata. This scan is working for certain schemas in Databricks but errors out when scanning larger schema objects.
5419,ATT  - unable to see SQLANALYTICS logs after enabling the diagnostic settings 
5420,Alter Data Type change
5421,[ARR]  Job Failure
5422,Cluster terminated.Reason:Spark error
5423, 2202100040004989 | ARR | Follow up to 00133827
5424,Collection of data
5425,Cluster Deletion before 30 days of inactivity
5426,Unable to get Git Integration working
5427,follow up for 00133505: delta table restore is causing problem
5428,Jobs failed in production without  errors in code
5429,Not able to connect to host from databricks shard using host name
5430,How to re-index delta data
5431,Query about event logs and init scripts 
5432,One extra column being read by databricks called 'region' since yesterday
5433,GAR for WS 201750907031347
5434,Job failure everytime i run a specific command
5435,One extra column being read by databricks called 'region' since yesterday
5436,Failed to find data source
5437,Problem of Parallel Model Registering
5438,[ARR] [Sev B] SR-2202280040004125  Unable to  create scope by using service principl
5439,adding 2people in help center and Slack
5440, Cannot connect to Azure Dev Ops using databricks repos
5441,Cannot read ORC transactional tables
