text,x,y
Follow up ticket for SF 00136980,18.704237,-4.9539685
Need help with the error,9.194469,1.8200101
Confirmation on AHA requests for IAM roles launching workspace from azure portal,8.945536,5.011628
Notebook not found error,10.540892,-2.2464747
Questions regarding cache in sql endpoints,7.61563,-0.33548155
SQL ODBC Connection Issue,8.105283,-0.5771897
SQL ODBC Connection Issue,8.149464,-0.56318676
loading csv file with multiLine option enabled results in incorrect data ,8.496531,1.1996735
9274 - ARR - Alaska Airlines - All jobs failing in this workspace for about an hour. Cannot create clusters.,12.491624,-0.78630054
Issue with MLflow Model Service,11.376553,1.7326746
Our users lost admin!,10.237652,4.8722534
Azure Workspace access for Shubham Pachori from Databricks,8.948376,4.9645467
AWS Workspace access for Shubham Pachori from Databricks,10.736015,4.5038977
The managed storage account is 45.5 TiB in size. Our delta tables contain 500GB of data. Where is the 45 TiB of data coming from?,8.517502,2.212851
 PowerBI - Databricks intermittent errors,10.596776,3.2165387
test,5.189487,4.422938
2203080040007597SF || Databricks Autoloader,11.000151,2.5734148
How do we simulate run_id int64 change impact before 3/12,10.1756525,0.86148685
ARR - Test Consent to False,9.021547,1.7525721
"Follow Up - 00135252 || Notebook getting a transient, intermittent error updating DeltaTable log with last check point",7.078993,1.3517625
How to get a job run_id from within the job?,11.671112,-0.55656385
Error of Invalid token when access using Job API,11.231688,-0.4266768
/2.1/jobs/run-now endpoint returning terminated job run with specified idempotency token,10.981507,-0.57218266
8155699648181868 - ba0678f9-6421-4c8e-9427-df0f92987854 - 2203090040005008,2.9769473,3.9683733
ARR - Adobe - 2202230010001928 - Cluster failure due to throttling,12.664984,0.9276989
Details Billing Report,6.470195,5.134381
2203090040006252 | Job Failure,11.64258,-1.8842453
Delay of S3 Change After Writing to Delta Table,6.788182,1.4024804
List all jobs return maximum 25 jobs,12.229101,-0.9840779
What AWS resources can we clean up after the support case 00136659,9.0645,3.5230784
2203090040005583 | Job Failure,11.637179,-1.8522024
Query returning wrong results,8.1222315,-0.053218354
Azure DevOps Integration is failing since 3rd March,8.215227,4.240654
ARR - Query Aggregate summation results in zeros in SQL Endpoint - 2203080010000161,7.727562,0.12508304
AWS MSK - Databricks Authentication,9.687605,3.7278998
Python package error,9.235353,-0.7234594
error with RegressionEvaluator.evaluate,9.436095,0.949336
Error in init script execution,9.265416,-1.6153656
Increase number of secret scope,10.032191,2.82315
Issue Created Cluster in New Workspace,13.580963,-0.00043011608
[ARR] Failing due to spark.rpc.message.maxSize has to be increased,9.694248,0.35255802
S3 exceptions on HEAD request for bucket,8.859211,2.73472
User login issue due to Databricks SCIM API issue,10.376457,4.280173
Unable to register UDF function with ouput as java.time.instant.,9.40722,2.0670092
ARR | Issues with vnet injection - comunication between vms not possible | 2202180040006371,9.535684,2.4406805
Some Tables are missing from one of our Production workspace,11.27903,4.632577
2203090050001300 - RowMatrix code being stuck on DBR 9.1 but works on 7.3,9.059322,1.4455076
Out of memory error in Databricks with R code,11.738629,3.3634202
Connect databrick work space with azure SQL managed Instance through JDBC,8.063902,3.8915827
Databricks job got stuck for 7 Days ,13.220307,3.3352203
Server encountered an internal error. Please try again after some time,9.101597,2.1268604
Databricks job got stuck for 7 Days,13.209901,3.3354425
Enable dbutils.secrets.get,10.137368,3.1263602
Databricks job got stuck for 7 Days,13.213722,3.3324683
Running a Databricks notebook is slower than running the same notebook in the DevOps repository,11.920839,2.5010443
Databricks issue,12.079129,3.6937244
failing job,12.9148855,-2.1750677
Unable to connect via azure vnet. ||S500 ACE cx.,8.333459,3.9713252
2201250060001153 ,-1.1312948,2.373318
kafka <-> spark SSL handshake failed error,8.455776,2.642455
Spark streaming submitted with 300 seconds batch interval is not working as expected and by default it takes 1 second | ARR SR# 2203080040001036,10.037842,0.015019052
deleted cluster,14.481632,0.989966
Can't write table into SQL Data Warehouse (Synapse Analytics) from Databricks,7.4177833,0.4998163
All Delta live tables failing in production environment,6.4537816,1.1533492
Databricks execution failed with error state Terminated,12.499326,3.376615
Databricks to ECS connectivity issue,10.819544,3.282962
test,5.2121673,4.3988814
Databricks to ECS connectivity issue,10.833808,3.3139138
Update resolv.conf for adding name servers,8.8689375,1.4673791
Unable to register UDF function with ouput as java.time.instant,9.395555,2.0057395
Databricks to ECS connectivity issue,10.8511,3.3307867
IP Address is out of capacity in Databricks - escalate to Databricks Team,9.388486,4.1564198
ARR | 2203090040001426 | HP.com | Notebooks are cancelling with GPU errors,10.365409,-1.6002208
[ARR] [Sev B] SR-2203070030001594  Unable to pull repo,7.1667123,3.4841833
CSS-ARR-SR#2203090030000660 -Method Too Large Exception,7.4422426,2.5309834
Encounter error when accessing CLI in databricks notebook,10.735743,3.1339004
CalledProcessError: Command 'pip install 'opencensus.ext.azure'' returned non-zero exit status 1,9.521577,-0.96008474
2203090040001426,-0.9848889,2.5513225
"Driver is up but is not responsive, likely due to GC",12.028444,0.6023383
2203080060000023 -2,-2.2690244,1.3177036
Can't save table from S3 delta files,6.9102483,1.303306
AWS DNS resolution on Databricks platform,9.15635,4.2087026
Returning data over SIMBA JDBC fails on larger extracts,8.251706,1.599859
Azure Databricks - Data &#39;Import&#39; failure. Fails for medium to large table.,8.433047,4.1612554
2203090060000399 ,-1.4573009,2.7310283
Unity Catalog: Quickstart Issues,11.644914,6.260106
2203090030000311 ,-1.5550684,2.698665
DAG jobs getting failed due to cluster issue,13.206885,-0.6906794
[ARR][AholdDelhaize][Parquet to Delta column cannot be converted],6.9802566,1.2612975
Facing issue with Databricks cluster create API,13.18121,2.2709305
Trouble setting up git Integration for bitbucket server using git proxy cluster in E2,7.4882216,3.7248385
Photon Engine doesn't support timezone change or gzip,10.277654,0.7232799
Could not create a Table in the metastore specifying a location on ADLS  as the Databases was created specifying a location on a mount,10.008819,2.00714
Performance Dropdown when execute map partition,11.822423,2.321227
Performance issues with Databricks--2203060040000820 ,12.113593,2.484652
Transformers4Rec on GPU cluster,12.930135,1.6940849
Jobs 2.0 Update API not properly updating docker_image for cluster ,12.327254,1.5265852
I can't start clusters,14.679459,1.1765724
Cannot run dbx deploy,8.781215,0.17695819
Query using odbc is getting stuck,8.121998,-0.5885195
technical,6.9886146,2.7532759
Databricks jobs are running for longer time in E2 workspace compared to PVC,12.191151,3.0265133
Enable dbutils.secrets.get for use with DB Connect,10.100404,3.153674
POC environment is failing while running terraform code.,11.374381,4.1802254
Dashboards disappeared,10.854812,3.4266212
 Jobs taking longer than usual on USC- 2202080010002833 ,12.186827,-1.0903326
Can't start cluster with our jar (which works on other instances),13.80906,1.1498234
azure databricks cluster configuration not working,8.324696,4.5174103
Overwatch Missing info ,11.4976425,3.5090485
2202070010003065 | Cosmos DB,3.5487182,3.6614492
Column value is null even the schema is correct ,8.00588,0.8688219
Queries on Databricks SQL pricing calculation,7.401751,0.22253294
Business user from Biogen INDP team is encountering ConcurrentAppendExceptions when writing to a table multiple times using a JDBC connection,8.387306,1.4658638
The batch ingestion tasks are stuck or very slow when running on DBR 10.3,10.648014,1.0494199
Our notebook jobs training a pytorch model is getting stuck,10.960074,1.4431434
2203070040007771,-0.9928174,2.8389761
Pipeline is cancelling,11.272783,0.30045578
SSO giving saml_auth_error,9.656757,5.297741
Job Abort error,12.13164,-1.7419745
"Billing, inactive yet charged high amount",6.50743,5.085004
Run Databricks Cluster Through Docker Container,12.776648,2.1992269
Batch inference using Spark UDF does not work when input is a numpy array,9.6831255,0.51162654
unable to instantiate HiveMetastoreclient,12.831713,5.391645
IP whitelist addition,9.198527,4.598718
Network Validation Failing but no valuable logs,11.084727,1.6669183
Help ingesting data from SQL Server using Windows authentication,7.699139,0.38798282
Problem with user account,9.9651785,4.9982696
Unable to start cluster ,14.752557,1.1343294
Not able to download S3 objects which are written from Databricks,10.429074,2.8741019
Access tocken for applicatio,9.713743,1.8181208
Spark Streaming Not Outputting All History,10.030328,-0.1633321
Okta Push Groups failing for groups with parent,12.273116,1.4505882
Inconsistent output in different executions ,11.512992,-0.9952746
EXTREMELY URGENT  -  SQL endpoints failed,7.2275815,-0.6604552
Unreliable JDBC connection credentials,7.7663503,1.8525409
Autoscaling Failure on Interactive Clusters,13.865286,0.93906224
Picking Up New Runtime version on Job Cluster,12.992082,-0.23872061
OOM issue,9.258075,1.5879915
Databricks Job getting timed out but validation is completed,12.218702,2.9205167
ARR | 2202210030002531 | java.lang.OutOfMemoryError: Java heap space,12.6203785,1.1708384
Simba Spark ODBC Driver issue,8.518438,-0.33966416
Unable to connect to Azure Devops Repo,8.240015,4.1450105
 Remote RPC client disassociated,11.01723,0.47048065
The output of the notebook is too large,10.432494,-2.2541714
REQUEST_LIMIT_EXCEEDED in Azure Databricks,8.503581,4.1147485
reset password email not received,10.337785,4.681632
There is a pipeline on ADF which has databricks notebooks that used to run for 6 hours now for even a ,11.233755,1.075969
Integration to AWS,9.278561,3.4539697
ARR 2203070030002032 - Jobs failing with The spark driver has stopped unexpectedly and is restarting. Your notebook will be automatically reattached.,10.215359,-1.1128131
Error during  job execution,12.654344,-2.0344582
 Databricks to ADLS\\Blob Connect through private endpoint,10.242948,3.4012392
ARR 2203080040000533 job cluster launch failure,12.518681,0.16552553
Unable to install R package,9.205548,-0.87466955
Follow up of 00135474,5.097736,3.494677
test ,5.2085624,4.4001036
CSS-SFMC-OSA US BARO Fact Calc : SparkOutOfMemoryError Issue,9.707929,0.7101464
Need help in risk assessment in migration from ADFS to Azure AD for SSO auth,8.617966,3.8112075
Error on previewing the data in Power BI cinnecting to Databricks source,10.685805,2.6627095
Getting failures for data type mismatch,9.740482,0.7527273
Facing erros while reading csv from databricks,8.488411,1.2818664
"Writing to On Premise SQL Server, Extreamly Slow",7.8781343,-0.01798935
htmlwidgets doesn't works since March3th,9.848592,1.4135671
Databricks job hung for several hours ,13.112836,3.3037128
2203080030000885,-1.3134286,2.5895357
Have access to both DBFS in S3 and Glue Catalog at the same time,9.759109,2.3409708
Cluster got deleted,14.502901,0.98966247
00136641 follow up,5.135631,3.4733117
unable to access adlsfrom databricks,10.209601,3.3653924
ARR -  Pyspark XGBoost Produce Inconsistent Result-  2202220040008191 ,7.634804,2.6162515
Production HiveException: MetaException,12.808192,5.367318
Databricks cluster cannot be created,13.27454,2.3648763
[ARR] SR-#2202240030000132 Getting error while using databricks runtime version 9.1 LTS and 10.0,11.192379,2.492319
OOM error on toPandas(),9.224438,1.5360548
Vacuum operation seems to have potentially produced a data loss,6.4141593,1.9338187
2203080060000023,-2.251923,1.341104
Unable to exit from python task,9.610288,-0.43404776
0239 - g - ARR - RCI - SQL results not expected,7.9570684,0.50244015
Unable to access Job / Lost permissions overnight,11.464206,0.33010933
SCIM API problems: certain workspaces hang and cannot filter on deactivated users,10.997753,4.4812694
3121 - g - ARR - GAP - Job not finishing after all tasks complete,11.909091,-1.0069659
manifest function on azure,8.511485,3.8598738
Need to connect new network interface to existing workspace,11.000555,5.0967736
all users git operations are failling with 'Invalid Git provider credentials',7.512495,3.6855247
DBR 9.1 - Losing 50% of executors in 1 hour,10.933737,0.1524118
Audit logs failing,11.435348,3.8401673
Unity Catalog help,11.622431,6.236986
Please give access to submit support cases to team member,6.2650585,3.2941074
CMS (MDM) Security Hub Finding - Classic LB s/be configured w https or tls termination,9.309488,3.2561395
2203070030002493 | Overwatch,-1.1699415,2.592071
2203070030002493 | Cluster,13.020045,0.8912763
Assistance connecting VS Code to Databricks using DB Connect,10.561317,3.0474498
Invite User Email results in error,10.3253565,4.802103
Query parsing errors,8.05968,0.037585966
Job Cluster is take too much time to start,13.127733,-0.5145758
Databricks Connect 9.1.10 throws ClassNotFoundException error,11.108724,2.7049103
Remote RPC client disassociated,11.050347,0.4693385
Scheduled query returned fewer rows than expected,8.036349,-0.1800582
Issues with Delta Concurrency Control,7.2715945,1.3062682
ARR Customer: PepsiCo - edap-internal-dbws-qa-eus-01-java_heap-meory issue,9.846062,2.0522447
